UP,lb,lb1,lb2,glucose,glucose1,glucose2,glycerolaa,glycerolaa1,glycerolaa2,acetate,acetate1,acetate2,fumarate,fumarate1,fumarate2,glucosamine,glucosamine1,glucosamine2,glycerol,glycerol1,glycerol2,pyruvate,pyruvate1,pyruvate2,chemostatµ05,chemostatµ051,chemostatµ052,chemostatµ035,chemostatµ0351,chemostatµ0352,chemostatµ020,chemostatµ0201,chemostatµ0202,chemostatµ012,chemostatµ0121,chemostatµ0122,stationary1day,stationary1day1,stationary1day2,stationary3days,stationary3days1,stationary3days2,glucose3,glucose4,glucose5,50mmnacl,50mmnacl1,50mmnacl2,42c,42c1,42c2,ph6,ph61,ph62,xylose,xylose1,xylose2,mannose,mannose1,mannose2,galactose,galactose1,galactose2,succinate,succinate1,succinate2,fructose,fructose1,fructose2
P0A6D7,3.538810127162689e-06,4.289571699777648e-06,3.7427813696557315e-06,3.826160784537326e-06,3.491048964963091e-06,3.7245100462139676e-06,3.1468776443086996e-06,3.2896880871647688e-06,2.8192091174697255e-06,1.932929463204221e-06,2.0571917132872935e-06,1.8709956038812505e-06,2.409388482868903e-06,2.1982376111719525e-06,2.382647059043248e-06,2.492751273371817e-06,2.4300141082852984e-06,2.523721057670335e-06,2.306334810896599e-06,2.4332509440671955e-06,2.3188683202590047e-06,2.2778149017536007e-06,1.91973470629166e-06,2.120825600505677e-06,1.786888918195511e-06,1.9811485172067918e-06,2.065437463254797e-06,1.6013305122399913e-06,1.620843822548903e-06,1.4645508434187915e-06,1.594677430695994e-06,1.42349765557723e-06,1.4008653401851748e-06,2.340668294092315e-06,2.3787028989308984e-06,1.082852140913665e-06,1.1210250239021877e-06,1.6330738907243125e-06,1.3280733261833005e-06,1.5551318171644892e-06,1.6589817007792343e-06,1.6668975742389067e-06,1.0134625356204323e-05,8.608080164211916e-06,9.194026646851538e-06,8.820628590403714e-06,7.078425274506948e-06,8.638625229874419e-06,1.0065833168133538e-05,1.0959986902197023e-05,9.200156063694255e-06,9.805747558827385e-06,7.564292591302778e-06,7.677451527150172e-06,2.59385833213124e-06,2.712058861305541e-06,2.983476255114662e-06,2.4305142618595273e-06,2.294188100770365e-06,2.366465503199403e-06,2.0586077439656962e-06,1.7359602127212404e-06,1.834209027627445e-06,2.649420507782337e-06,2.5248742624830707e-06,2.462507418493938e-06,2.735358390601506e-06,2.0638785808389265e-06,2.6309200772421375e-06
P39173,3.5217693473323547e-06,2.8284496502143055e-06,2.5951074339878476e-06,3.5159033728127942e-06,3.879879037079242e-06,3.812967411443748e-06,4.487709243028639e-06,4.587024754090205e-06,3.761118681425669e-06,3.246592097669618e-06,3.0554703379773766e-06,3.2897037124748335e-06,2.9875695485321417e-06,3.2995243193410952e-06,3.4401401714418416e-06,3.855104561412326e-06,3.605480885251576e-06,4.216842623110924e-06,3.9425672100887475e-06,4.134990138576908e-06,3.857067720709502e-06,2.312518638015021e-06,2.7560466693870087e-06,2.762148044525768e-06,3.996353308767205e-06,3.906624081724248e-06,3.988267327884613e-06,3.1529580447453725e-06,3.409416381868731e-06,3.4245102661516458e-06,2.921244117727327e-06,2.591073366509392e-06,2.6381729563733155e-06,3.885927205788203e-06,3.4873493761261203e-06,1.948805395993777e-06,4.0649653350559205e-06,3.773752821375404e-06,3.99661087010554e-06,4.121475349164025e-06,4.35597158353084e-06,3.9030043291429864e-06,1.1829962468541943e-05,1.0295589875723954e-05,1.119254546587049e-05,1.2209981922280347e-05,1.0702750623101368e-05,9.547002438436794e-06,1.2260509601994798e-05,8.319442829489758e-06,1.088985956631817e-05,9.227427339393166e-06,9.177067228064817e-06,8.630889245671051e-06,3.4892427127621364e-06,3.380021162005336e-06,3.7430331104814595e-06,3.2840990934125e-06,3.079832709621317e-06,3.416086236902846e-06,2.5133520380028454e-06,2.5388237473776873e-06,2.449193975154918e-06,3.2785574279092773e-06,3.2514876029627498e-06,3.3436661544690137e-06,6.238963464385005e-06,6.027597387057653e-06,5.716758238673608e-06
P0ABF6,3.496309436628507e-06,4.215687286712752e-06,3.946764246498156e-06,4.3200826553593317e-07,4.938146290396133e-07,4.5260387391778554e-07,2.6058788281599917e-07,2.915576588147214e-07,2.327127020979194e-07,5.343999720133116e-07,5.667739859166944e-07,4.1423223623989904e-07,5.550029837687815e-07,5.603489966624338e-07,5.32621972653443e-07,5.394875800050029e-07,6.110685062123505e-07,4.715966625838357e-07,4.352737015906558e-07,3.710191121525641e-07,4.003370370658645e-07,3.561760863477676e-07,3.732392857924924e-07,4.3420545876998213e-07,4.6323709684941376e-07,4.714912084626047e-07,6.211554255997097e-07,7.048278392884315e-07,6.093281311470624e-07,6.584728148472798e-07,8.309800994492184e-07,9.071169331690832e-07,8.222205777409991e-07,2.3509312398176622e-06,2.2124858544588845e-06,1.103574943660061e-06,4.2350441584434594e-06,3.4659974922117194e-06,3.7308215984552558e-06,3.476591982429994e-06,4.24981434092265e-06,4.566020305973662e-06,1.0647573305396552e-06,1.0197012290236503e-06,8.920259502708971e-07,3.4287748279185377e-06,3.32575642302663e-06,2.9880250547384468e-06,3.2135080522287165e-06,2.574697921201888e-06,2.3973449135919275e-06,4.652659784839625e-06,4.1316785052151015e-06,3.9524078136500045e-06,5.919890786894997e-07,6.010517011844213e-07,4.827029307980281e-07,4.671214013585108e-07,6.465187449680786e-07,6.155389522600576e-07,4.483581611025879e-07,4.3977945873133775e-07,5.75809981996871e-07,3.424762682716038e-07,4.5341216943803596e-07,4.677173076630674e-07,3.363554065091454e-07,2.8813359319068505e-07,3.478046602102453e-07
P0A993,3.4877168353672433e-06,4.27880527717585e-06,3.7776218840197115e-06,1.6648627605045616e-06,1.7538307926778285e-06,1.6347311372477514e-06,3.090995192235518e-06,2.8504082230514125e-06,2.882022541218674e-06,3.593205906333563e-06,4.048696403412878e-06,4.110656871150047e-06,2.814424611903813e-06,3.2810981441011542e-06,3.3016733380526322e-06,1.8892046301449296e-06,2.13772294177334e-06,2.259916783664687e-06,1.9522968507337255e-06,2.05928427313167e-06,2.3438087786246082e-06,4.867257089211674e-06,4.593411113506123e-06,5.361108510637948e-06,1.670152317747568e-06,1.8237148041763122e-06,1.8257799236433855e-06,1.9076628404590993e-06,1.981589701593374e-06,1.7431117275024798e-06,1.9341501405979854e-06,1.8251606001404537e-06,2.009173909241669e-06,2.9333244927908076e-06,3.0453983957656618e-06,1.6467826862186566e-06,2.459043558666308e-06,3.6393707641493307e-06,4.534755189877237e-06,2.659223140570974e-06,2.336691310233293e-06,3.3168018775216263e-06,5.1990429973416725e-06,4.3886270372427846e-06,4.749383346614731e-06,7.087567502520572e-06,8.776075881085544e-06,6.299666168323337e-06,4.574773803141157e-06,7.405615644675606e-06,6.0752242012107925e-06,5.621917867489892e-06,6.5324881743667375e-06,5.869850177801103e-06,2.2878508706559644e-06,2.6137913628945473e-06,2.402859669538888e-06,2.3032145428675153e-06,2.180646626143887e-06,2.3582663049723647e-06,2.1135159912926684e-06,2.194429166715775e-06,2.23986321782766e-06,3.9484459557856765e-06,3.51963654654301e-06,3.5360652436584044e-06,1.5207079694900038e-06,1.5117417511792025e-06,1.6955827163966654e-06
P0ADG4,3.4554006760649517e-06,4.049365098348869e-06,4.368540197978316e-06,2.5964109585049337e-06,2.5375591163232494e-06,2.512429152552689e-06,2.462406980991186e-06,2.3701292768369277e-06,2.271165534779445e-06,1.5888409370286847e-06,1.61048207953012e-06,1.4693480826730888e-06,1.993120814406392e-06,1.8022768455553494e-06,1.850712888935717e-06,1.7996050391319182e-06,1.553514626353656e-06,1.913642790489826e-06,1.8972419182338953e-06,1.8587527565515085e-06,1.8623131998567087e-06,1.3638631316285793e-06,1.5007795779641283e-06,1.5023291443722278e-06,1.7781858175553107e-06,1.7650434523362212e-06,1.9204232681820176e-06,1.335810173114315e-06,1.349145504291786e-06,1.4747523497371585e-06,1.3145080115850954e-06,1.2539433492549808e-06,1.3665412362007545e-06,2.4770266475125997e-06,2.4858093178962356e-06,1.2823180588890007e-06,2.4337736207206505e-06,2.0948181081279302e-06,2.1583763909548997e-06,2.2827270169192196e-06,2.4560188026348534e-06,2.2842650904259293e-06,8.042006481220691e-06,7.642391312945996e-06,8.384896095723624e-06,5.03785999691423e-06,4.591508709375552e-06,5.317337364688249e-06,6.698883513141007e-06,5.567598194699474e-06,6.0637021294128155e-06,5.76619772684035e-06,5.299601203644657e-06,5.03112496402487e-06,1.7907316458438153e-06,1.8856095050214452e-06,1.935510080273823e-06,1.6523071638748026e-06,1.7437919424295375e-06,1.6026203792513516e-06,1.4345185610171392e-06,1.3073528663505682e-06,1.3458298890871133e-06,1.581709244535153e-06,1.6059757445125545e-06,1.6327052174205352e-06,1.8878962140688407e-06,2.0763094805762513e-06,1.8695092468692237e-06
P27248,3.4447392832275818e-06,2.568257499393506e-06,2.049356194012817e-06,1.1678192034680435e-06,1.1423210467917568e-06,1.2393598012875653e-06,2.7342590262106686e-06,2.582934968869866e-06,2.7591654136397555e-06,6.485725190166039e-07,5.331720917556278e-07,5.477302423287411e-07,7.66747869819557e-07,8.39897117089778e-07,9.07285310846739e-07,1.0772953498592827e-06,9.194086582476935e-07,1.1679149265387898e-06,9.20186059790678e-07,9.335967015834207e-07,9.850058901173436e-07,8.059947189743507e-07,5.388903533858026e-07,6.10078371598624e-07,7.677489300323055e-07,7.540201299362029e-07,7.085516320254648e-07,3.874145139800725e-07,4.408359652499409e-07,4.180431493341325e-07,4.0884971279413984e-07,4.176736716876291e-07,3.655417871967976e-07,7.328662425702037e-07,6.755265068186735e-07,3.4345682033679156e-07,1.0741499799690075e-06,1.3207869161153848e-06,1.3331043071470168e-06,9.185945060365988e-07,1.2631372430065977e-06,1.228244424007032e-06,3.4992001368811493e-06,3.000050730208627e-06,3.2245870711221195e-06,2.2036995653129374e-06,2.3127893083598046e-06,2.4255207225650793e-06,3.055423678514852e-06,2.907546451130706e-06,2.6093723539684855e-06,2.6349552716978114e-06,3.17766990772306e-06,2.8089133898669934e-06,7.12175612598015e-07,7.088147806824267e-07,6.382126798281977e-07,7.487923974830586e-07,6.340466178764422e-07,7.10307113189118e-07,5.788235746179707e-07,4.629545522876243e-07,5.990819210543167e-07,8.657450634162823e-07,8.163364114761925e-07,7.901112453049188e-07,1.0120038694276766e-06,9.522493963132083e-07,8.76320125504611e-07
P05793,3.4256075511565463e-06,3.995864895980585e-06,4.1836066270899656e-06,5.880240756749202e-05,6.13785589981282e-05,5.750504703066871e-05,2.9367087319434687e-06,2.588065162822071e-06,2.7128681669715284e-06,3.134998046261681e-05,3.3984735907571865e-05,3.5304128992492156e-05,3.9352780061945016e-05,3.941440554209373e-05,3.886962847163044e-05,4.091127294542533e-05,3.782066216724874e-05,4.0126966507676364e-05,5.514906704119837e-05,5.4073221444111057e-05,5.544148187222307e-05,2.8210536226556725e-05,2.638094455124634e-05,3.0731424636631794e-05,5.0013034210578825e-05,5.4129783141034054e-05,4.10433661453234e-05,3.8595463242695965e-05,3.7234644003894554e-05,3.6894875187517776e-05,2.7894473571557665e-05,3.0414030857258108e-05,2.737134530856596e-05,3.405235724527326e-05,3.428762126333724e-05,1.7437928526079144e-05,9.783275981980451e-05,9.450047035903295e-05,8.705553437031137e-05,8.814095010350034e-05,7.84921551201457e-05,8.622564703763125e-05,0.00016668405359224921,0.0001686392192534167,0.0001662445264110123,0.00014769036492298825,0.00024142881386294047,0.00020871076072149228,0.0001578403895148127,0.0001798013346715602,0.0001704289276822806,9.73487037544664e-05,9.905174100876476e-05,0.00010415392126200661,5.612076255759871e-05,5.268734336014994e-05,4.852080047448807e-05,4.526049381552534e-05,4.6924491358936245e-05,4.459244859444803e-05,3.4002915238388926e-05,2.739905967117065e-05,3.077296592360184e-05,4.628832212239533e-05,4.861176361582123e-05,4.810075573070112e-05,5.7113459725679766e-05,6.056789522992132e-05,6.088720474760526e-05
P00957,3.412147597956519e-06,3.80154462165248e-06,3.83137518443436e-06,3.4107976014837334e-06,3.567347928782283e-06,3.436463244603361e-06,3.237686663431623e-06,3.1029557616533624e-06,3.731746908112921e-06,2.144358160053207e-06,2.468047438069266e-06,2.5013063124450956e-06,2.8844410711812217e-06,2.9789293604929615e-06,3.0589931503233567e-06,3.1860828828002164e-06,3.105605830030255e-06,3.712864374969923e-06,3.1728521064650705e-06,3.2444756816861753e-06,3.317809574848591e-06,3.187669684849207e-06,3.6992642140685964e-06,3.7603296592150146e-06,3.213625695721313e-06,3.6938441239722775e-06,3.06892457579743e-06,3.167763015666955e-06,2.870284203746541e-06,3.0052387591708933e-06,2.6039801879209067e-06,2.9742194800897594e-06,2.8736523078797704e-06,5.420227605630034e-06,5.198822571129187e-06,2.720280620999232e-06,5.103482176293259e-06,5.478109260554989e-06,5.436623834197034e-06,5.7330663554131075e-06,5.4781177011102564e-06,5.85068023540382e-06,1.1325113458740423e-05,1.1406159341254166e-05,1.0702652389630379e-05,7.839847684817357e-06,1.0338435231009024e-05,8.587820504111671e-06,1.3860666513145964e-05,1.9207427749006335e-05,1.4896535725980853e-05,1.1065657301611338e-05,1.233363258947925e-05,1.1273400651916578e-05,4.289519650227808e-06,4.235768355475656e-06,4.452238126367347e-06,3.515276102397479e-06,3.3743333783163297e-06,3.051975866950453e-06,3.2232485954910416e-06,2.431043686288191e-06,2.867931303933809e-06,3.4544368075414016e-06,3.6336214689119307e-06,3.535877552010384e-06,4.277598351769667e-06,4.421880849835e-06,4.881075338922975e-06
P0ACE7,3.3711655740022754e-06,3.2982864781014967e-06,3.09538793647124e-06,3.482652013475339e-06,3.5912564141812726e-06,3.510686450052866e-06,3.472566326465673e-06,3.5551715009174593e-06,3.5605819851995542e-06,4.477200119114322e-06,4.311209136956e-06,4.6372112587927595e-06,3.881606523190023e-06,4.183523679135222e-06,3.8024973850933093e-06,4.3683633758442845e-06,4.342290317387036e-06,4.532356260552024e-06,4.267701332128646e-06,4.08181577267042e-06,4.010276490749203e-06,3.398938997470692e-06,2.809308038294819e-06,3.1246878674541863e-06,3.901333164025953e-06,3.96179103865917e-06,4.276154928884237e-06,4.1638183182476e-06,4.17168328557642e-06,4.7999330286956025e-06,4.554237551709111e-06,3.911469651777116e-06,4.375429349430973e-06,7.0072055296344265e-06,7.0920523067389395e-06,3.360011021800222e-06,7.519708504584698e-06,8.129340223561671e-06,9.011822739274296e-06,7.849229402295105e-06,8.187730632875986e-06,8.799484243228774e-06,1.0465297824434138e-05,1.0140682944642644e-05,1.172754760246587e-05,1.7839209353441155e-05,1.6049538094666916e-05,1.5271991972438714e-05,1.4209031104007928e-05,1.595688236161325e-05,1.4877472185954265e-05,1.5751894891730724e-05,1.6387397090578187e-05,1.5961940932534147e-05,4.434569969453345e-06,4.829101556915546e-06,4.4601102162661e-06,4.921815057015849e-06,3.850910637205586e-06,4.138426691645351e-06,4.303784969452735e-06,4.850526826021873e-06,5.144019173662706e-06,3.6306078331890484e-06,4.106197540515414e-06,5.175678073012748e-06,3.5863936518535916e-06,3.413492747411363e-06,3.5462374051258226e-06
P00956,3.3702789795312652e-06,3.527244910361122e-06,3.2483547971736476e-06,3.820847995187778e-06,3.853770069284386e-06,3.816410720432047e-06,3.0732485416117855e-06,3.149974592156522e-06,2.919498578210274e-06,2.98936512997872e-06,2.8801896490110512e-06,2.9360665788647955e-06,3.268117176963348e-06,3.3989198744621383e-06,3.1621478870735537e-06,3.176511942939119e-06,2.9712389048506368e-06,3.0997969168142653e-06,3.385581882257646e-06,3.497373816969393e-06,3.4421265088696628e-06,4.072160285422811e-06,3.436406330704962e-06,3.848531185801924e-06,3.1893037324388745e-06,3.044296839074012e-06,3.0668318902977934e-06,2.8451007454872813e-06,2.9500784504879794e-06,2.6928281386575225e-06,2.5860647546241624e-06,2.7193378099745137e-06,2.3810238787894493e-06,4.6554037808308894e-06,4.4267086821671775e-06,2.229813929324669e-06,4.771347023571334e-06,4.64370157682988e-06,4.303490255652443e-06,5.095758522621679e-06,4.365218668968168e-06,4.805907875259814e-06,9.529433900685672e-06,9.403810920160068e-06,9.239009729898666e-06,1.0089763951716507e-05,1.0450108836504011e-05,1.0804458035334747e-05,1.4775267343358565e-05,1.5742837565158074e-05,1.3153886849243323e-05,1.1092317237676632e-05,9.968719376901185e-06,1.013911030091294e-05,4.405362735986402e-06,4.260897531011346e-06,4.423889378802768e-06,2.9033979625371227e-06,3.083854864589357e-06,3.144124298241791e-06,3.075209921209777e-06,3.10483577129932e-06,2.7809558930884045e-06,3.305532349908093e-06,2.936084068108553e-06,3.0455712733819966e-06,3.4209511873313597e-06,3.289080076642919e-06,3.5582067876289447e-06
P13035,3.3621410470684575e-06,4.498325216931564e-06,4.537563284110175e-06,2.38518571442819e-07,1.9702337089108043e-07,2.79793807782884e-07,7.457180577122488e-06,7.482730889391449e-06,7.457237710724908e-06,2.3363662268093478e-07,2.3776838277895688e-07,2.1338334920010854e-07,1.7313315925733032e-07,1.7890508020358606e-07,1.791621977487373e-07,1.8590648090988977e-07,1.6676990373940878e-07,1.8531523948322394e-07,1.0721552240010095e-05,1.1282359855261728e-05,1.2260694232175664e-05,1.6798088079010965e-07,1.6090116527107755e-07,1.8259424863027401e-07,1.8247516824298508e-07,2.046711256804394e-07,1.9277149745888015e-07,1.8947820750466218e-07,2.131521207205075e-07,2.087150832565203e-07,2.3925247786659524e-07,1.7562799807315576e-07,2.4246079745051686e-07,4.101067404031117e-07,3.6817404507186614e-07,2.1511948303285978e-07,9.699280324652594e-07,8.389053278255546e-07,8.619108506612556e-07,6.882873531877134e-07,1.0026920292350672e-06,1.009172474202419e-06,6.231927966671827e-07,5.80906461356399e-07,6.50792122914577e-07,1.0360283456354303e-06,7.655104326815552e-07,8.982561131787115e-07,8.891522547891069e-07,1.7167735625807934e-06,1.0175690221229499e-06,9.804029018777203e-07,8.014773687664684e-07,1.2022388752958157e-06,3.181849560739199e-07,3.1002794829039095e-07,3.0692552890735486e-07,3.495336445869768e-07,3.067169428930234e-07,3.024406597483967e-07,2.6238348148266793e-07,3.5581579374803095e-07,2.7176303242523593e-07,2.5904672372635506e-07,2.567642239184301e-07,2.321095635337967e-07,2.940907897396608e-07,2.5591504648917784e-07,3.2038009968737354e-07
P0AEZ9,3.3549299943105613e-06,2.905542660071222e-06,3.2443148909987997e-06,4.514669185559644e-06,4.5077597205372966e-06,4.798881854997093e-06,2.721020228222318e-06,3.008661372389285e-06,2.524157449252973e-06,5.360943657099718e-06,6.63375608335992e-06,5.7025460715123744e-06,4.190015238391406e-06,4.053775614945313e-06,3.958632318282015e-06,5.268721340238137e-06,4.81435032248949e-06,5.1298793510351e-06,5.146535332386797e-06,4.720686635994532e-06,4.641891390255208e-06,4.849503693771926e-06,4.1896445548810525e-06,4.509700942019653e-06,4.1672452734404935e-06,4.098627088585367e-06,3.164917265102317e-06,2.7891888363673324e-06,2.7700278089776063e-06,2.889629903708378e-06,3.144090081527216e-06,3.1173621674748662e-06,3.06769369944035e-06,6.9321453231953905e-06,6.71592998281665e-06,3.4835077872452645e-06,3.4914951116026607e-05,3.160737173651283e-05,3.1418540688176384e-05,3.073421689135062e-05,4.114973573303112e-05,3.068114164204137e-05,1.4049155685369184e-05,1.2468675271952714e-05,1.293426198447192e-05,4.138449767738148e-05,3.1067000585510894e-05,3.709176597492613e-05,2.6113853685743775e-05,3.388124116984135e-05,2.7324013565640464e-05,3.042035227902116e-05,3.4244318857555274e-05,3.681897685331492e-05,5.472851155096133e-06,7.536207527742327e-06,5.20235164299601e-06,4.735631136693604e-06,4.367756454898093e-06,4.899519911456453e-06,5.362298481525893e-06,6.117882239853604e-06,6.277075986923754e-06,3.7372397146739378e-06,3.6409739424163773e-06,3.8154854368573314e-06,4.342409954142097e-06,3.859255769446626e-06,4.106972034443138e-06
P68191,3.326947120413035e-06,1.356413886032201e-06,1.6352291811240197e-06,6.0993033219105594e-06,5.5548769297149835e-06,6.800535921524278e-06,2.4118303138358463e-06,3.0974436986480684e-06,2.087832413378484e-06,9.386045596950472e-06,9.35469913622676e-06,9.743410039958542e-06,9.486821928222976e-06,1.0038331995473194e-05,9.635633539777297e-06,9.87490732286063e-06,9.806455659522254e-06,1.0753239315216077e-05,1.0998441013569485e-05,1.0386435004083136e-05,8.962906115370255e-06,7.229611821489009e-06,6.759143498854166e-06,8.65512017661283e-06,8.028847464006953e-06,6.88910184245901e-06,9.249773771838965e-06,8.621259750162257e-06,8.31776648254832e-06,1.1130420491207517e-05,9.906428827627054e-06,9.447507545866817e-06,8.105111833266974e-06,1.827689797737376e-05,1.730732173628831e-05,9.055782890031885e-06,1.8572321095145052e-05,1.9639311567339365e-05,2.117286454192861e-05,8.09380160162446e-06,8.349308179942373e-06,7.314759231479497e-06,2.3806482978008687e-05,2.2139580160870523e-05,2.146967959532488e-05,7.720959734623224e-05,2.55804600628261e-05,5.847568894592025e-05,2.9366350266228304e-05,3.3043546159493514e-05,2.6090894280232358e-05,5.880720336429422e-05,5.766221552968126e-05,5.302904159561097e-05,7.697649690805977e-06,8.6423453076971e-06,7.797407586778723e-06,1.0552434432047604e-05,9.552388779542217e-06,1.1797323806580362e-05,1.0776693268920823e-05,9.863521582232827e-06,1.0088546545575936e-05,6.653982245043708e-06,7.571408408188979e-06,8.570471499164533e-06,8.208223202062185e-06,5.828234148436458e-06,5.000315713002394e-06
P04825,3.296720506523293e-06,2.9262618933283167e-06,2.7860347462187832e-06,2.2961958957497086e-06,2.2862486855439202e-06,2.2598379449769123e-06,2.7337945276046953e-06,2.542001428818838e-06,2.5233295586273464e-06,2.6916014375521556e-06,2.5340813198990413e-06,2.646389902036142e-06,2.6768457463940313e-06,2.8437121354681094e-06,3.0703868039446547e-06,2.489677418272726e-06,2.487757331859487e-06,2.406178997517012e-06,2.691180618118106e-06,2.8272766213843647e-06,2.6594575870363404e-06,2.9159305455441658e-06,2.4692059603369646e-06,2.659650015200013e-06,2.47574712914277e-06,2.528179244065083e-06,2.552015072442106e-06,2.8157291269079947e-06,2.851462710195263e-06,2.9129727747066055e-06,2.957817630860458e-06,3.166308219592226e-06,3.0990008464785632e-06,5.1233962780963e-06,5.207793274206391e-06,2.7320158414958184e-06,3.1347110542457542e-06,3.025269332378543e-06,2.7406697117989844e-06,3.3976656449157464e-06,2.884879695518032e-06,3.424449209307456e-06,6.0680193699386815e-06,5.721656010236573e-06,6.0455082701222714e-06,4.615549170785821e-06,6.56754003864573e-06,5.291469397867697e-06,6.5900910928737925e-06,7.484130643619197e-06,7.191929930796831e-06,6.554350856958322e-06,6.8325725635230404e-06,6.9076174846627246e-06,2.5303968742263067e-06,2.6622028588886097e-06,2.5329358971016215e-06,2.71090194868006e-06,2.5388078850452534e-06,3.027912941187343e-06,2.2167455999789704e-06,2.4340655025727973e-06,2.1162134490460288e-06,2.333612292144109e-06,2.625338106013061e-06,2.5702591983734287e-06,2.321980692092743e-06,2.4909039699118124e-06,2.5728929788151702e-06
P0AFY8,3.2916049876717127e-06,3.1514346853354453e-06,3.205708838694198e-06,2.3936479311860344e-06,2.28790356295898e-06,2.4279705431491386e-06,2.823461284892279e-06,2.23067996064082e-06,2.1552200839800953e-06,1.7281990301473699e-06,1.840997872730223e-06,1.7624309180503544e-06,1.8479839928023694e-06,1.8748602552976094e-06,2.176953508372098e-06,2.0646728048142764e-06,2.1246497925477006e-06,2.097049346468087e-06,1.9334327158241395e-06,1.8004142983086685e-06,2.206496217798515e-06,2.441475573140336e-06,1.9173101310498266e-06,1.9861805474691144e-06,1.507705490723895e-06,1.9520268064520976e-06,1.6896038185838081e-06,1.6123237861998192e-06,1.6038493247144663e-06,1.7151778276659202e-06,1.6778678594080184e-06,1.5139941539996836e-06,1.7018723071409825e-06,3.281020102062047e-06,3.0343578536419853e-06,1.8776156314440527e-06,6.588749238300039e-06,5.606102547021154e-06,4.600322208703161e-06,3.794926790850631e-06,5.482922548340699e-06,6.658619290362137e-06,6.923842153610716e-06,7.223682198982766e-06,6.644022012542197e-06,8.200542385246102e-06,7.663802267605809e-06,7.551615222387646e-06,1.5429404464787984e-05,1.5765565357364425e-05,1.2169894762017498e-05,8.207261289000413e-06,8.703717247535458e-06,8.856202071375545e-06,2.2133760073465523e-06,2.8472916211422607e-06,2.3484901920688668e-06,1.9339955819697604e-06,1.8953577334449078e-06,2.137381802614745e-06,1.8912725971772866e-06,2.5844341700992556e-06,1.972785176629763e-06,1.971963287284532e-06,1.7057742032976607e-06,1.9492280807013396e-06,2.3492716427404783e-06,2.4756718499907314e-06,2.1415524298137616e-06
P0AFX0,3.272286305615933e-06,2.241043533104366e-06,2.3243574440839028e-06,3.7623955923675834e-06,4.175804432122387e-06,4.077169424625199e-06,2.504889819428182e-06,2.523191113722666e-06,2.7736256252490884e-06,6.442825489804528e-06,6.571782270723876e-06,6.3953086888453395e-06,4.7875876652096315e-06,5.9491280550936185e-06,5.030436194277964e-06,4.624262821425294e-06,4.689170157483805e-06,4.999972079659992e-06,4.131794653294142e-06,5.116316958588823e-06,4.648112301405294e-06,4.809914182798156e-06,4.585239664437235e-06,4.417662942655172e-06,3.6871236291683917e-06,3.237605994510956e-06,4.055428404925184e-06,4.243507711381316e-06,3.416031798661256e-06,4.207421178613123e-06,3.242326092922968e-06,4.645681815610619e-06,4.020494501985006e-06,1.0732784986809651e-05,1.0338734793246382e-05,4.907174666913203e-06,1.9812622438378986e-05,2.009229985735586e-05,2.1838439555607512e-05,1.904354566137701e-05,1.6444961466108983e-05,1.713119532978586e-05,1.042181510220068e-05,1.119365445098505e-05,1.0858203577771999e-05,3.102793853797023e-05,2.440830819039109e-05,3.354796575305769e-05,1.6617436602415927e-05,1.6142742639734497e-05,1.3221544816663486e-05,3.506382075108469e-05,2.3199919092176795e-05,2.6032161882050077e-05,3.868550703449974e-06,4.719350851306157e-06,4.775722383168635e-06,4.359528562118712e-06,4.898634366071527e-06,4.60253754634649e-06,5.235019828789402e-06,6.512236934113916e-06,5.721205157736811e-06,3.937217600304955e-06,4.924549732797297e-06,4.1603614636757905e-06,3.134733958706601e-06,2.9299281880707106e-06,2.738900447619511e-06
P07118,3.2546040682181576e-06,3.892122420048029e-06,3.6281858518580387e-06,2.9796122369002666e-06,3.0328245863840672e-06,3.0650606273295683e-06,2.795393001437146e-06,2.6187439761103865e-06,3.1599084289163246e-06,1.8030599456577442e-06,2.0296010405418796e-06,1.7784981680792826e-06,2.0214089417406032e-06,2.0988258938974093e-06,1.9934864499273612e-06,1.9878260562262462e-06,2.175289877260383e-06,1.9499724254227535e-06,2.1899234458256824e-06,2.1134321252919366e-06,2.0771541274313875e-06,2.0911113530230484e-06,2.0937709005396304e-06,1.971494509033684e-06,2.4179448763033584e-06,2.5083399420451083e-06,2.272000662936895e-06,2.0240506043365294e-06,2.0399064751064937e-06,1.991529237970176e-06,1.7359701391351875e-06,1.8049072517214428e-06,1.921192037415641e-06,3.254198839808706e-06,3.2190535432381314e-06,1.7346737883719788e-06,2.5457534484466904e-06,2.566803395225085e-06,2.1462373487344545e-06,2.5136440756485594e-06,1.9771155998196e-06,2.74874397523038e-06,7.888010398483239e-06,8.237511258804744e-06,8.670078846935095e-06,4.125193752523102e-06,5.878092625895597e-06,4.8190093023297635e-06,9.571835513374389e-06,7.364198110162435e-06,1.0123272259951019e-05,5.5581587574736775e-06,5.672289554835236e-06,5.719807511600802e-06,2.490868503138273e-06,2.36412166952423e-06,2.5503893111404567e-06,2.254927915298259e-06,2.1061107754382598e-06,2.323617438955414e-06,1.713364388156323e-06,1.7296851503548338e-06,1.709958132131006e-06,2.1690109007845846e-06,2.043059111872577e-06,2.041234683177284e-06,2.333697480776921e-06,2.380340214462421e-06,2.7055969398060048e-06
